#;scans;Technique_of_Medical_Image;Plane;body_part;modality_label_rm;Secuence_label;calidad;modality_label_rx;modality_label_ct;modality_label_nm;modality_label_us;modality_label_light;modality_label_elec;modality_label_oph;Columna2;Contrast
2;CORT2FRFSEFS2NEX;MRI;cor;;T2w;tse;;;;;;;;;;
2;2,25809E+13;MRI;;;;;;;;;;;;;;
2;MR1-DWI;MRI;;;dwi;;;;;;;;;;;
2;Ax3DFSPGRORB;MRI;ax;;;;3D;;;;;;;;;
2;MR2-3plT2FGREXL;MRI;3pl;;T2w;gre;;;;;;;;;;
2;Calibration;MRI;;;;;;;;;;;;;;
2;AXIALSSFSE;MRI;ax;;;;;;;;;;;;;
2;TRAIRT1SENSE;MRI;ax;;T1w;;;;;;;;;;;
2;3DT1Volumetric;MRI;;;T1w;;3D;;;;;;;;;
2;V3DI_MCSENSE;MRI;;;;;3D;;;;;;;;;
2;MR1-SagT1FLAIR;MRI;sag;;T1w;;;;;;;;;;;
2;t1_vibe_dixon_tra_p2_bh_320_opp;MRI;ax;;T1w;;;;;;;;;;;
2;axialT2dorsal40cortes;MRI;ax;;T2w;tse;;;;;;;;;;
2;CORONALT1MEMPGD;MRI;cor;;T1w;;;;;;;;;;;GD
2;MR1-t2_gre_flash;MRI;;;T2w;gre;;;;;;;;;;
2;T2W_3D_TSE;MRI;;;T2w;tse;3D;;;;;;;;;
2;PROBESV31;MRI;;;;;;;;;;;;;;
2;Ph2ANGIOTSAFT;MRI;;;angio;;;;;;;;;;;
2;AXIALT13dcerebralGD;MRI;ax;;T1w;;3D;;;;;;;;;GD
2;AxT1SEC;MRI;ax;;T1w;;;;;;;;;;;
2;s3DPCACOR5ml;MRI;cor;;;;3D;;;;;;;;;
2;MR2-T2W_FFE;MRI;;;T2w;tse;;;;;;;;;;
2;SAGITALT1FSTSEDORS;MRI;sag;;T1w;tse;;;;;;;;;;
2;HASTEDIFCOR384B0;MRI;cor;;dwi;haste;;;;;;;;;;
2;SAGITALFSET1FSCTE;MRI;sag;;T1w;;;;;;;;;;;
2;AxT2FRFSERTrFatSAT;MRI;ax;;T2w;tse;;;;;;;;;;
2;SAGPCGRE;MRI;sag;;;;;;;;;;;;;
2;PROBESV35DERECHO;MRI;;;;;;;;;;;;;;
2;2,98777E+13;MRI;;;;;;;;;;;;;;
2;MR2-CORONALFLAIR;MRI;cor;;;;;;;;;;;;;
2;DER;MRI;;;;;;;;;;;;;;
2;3,31122E+15;MRI;;;;;;;;;;;;;;
2;FLAIRT2SENSE;MRI;;;T2w;tse;;;;;;;;;;
2;ANT;MRI;;;;;;;;;;;;;;
2;flash_12_throughplane_MAG;MRI;;;;flash;;;;;;;;;;
2;flash_20_throughplane_MAG;MRI;;;;flash;;;;;;;;;;
2;flash_18_throughplane_MAG;MRI;;;;flash;;;;;;;;;;
2;SAGHASTET2CERVICAL;MRI;sag;;T2w;haste;;;;;;;;;;
2;axialDWI;MRI;ax;;dwi;;;;;;;;;;;
2;AXIALINFATGD;MRI;ax;;;;;;;;;;;;;GD
2;T1SPIR25C;MRI;;;T1w;;;;;;;;;;;
2;SAGHASTECERVICAL;MRI;sag;;;haste;;;;;;;;;;
2;MOTORPIES;MRI;;;;;;;;;;;;;;
2;AXI3DVIBEXA8CVACIO;MRI;ax;;;;3D;;;;;;;;;
2;3D_FLAIR_3mm_Tra;MRI;ax;;;;3D;;;;;;;;;
2;SAGITALT1FLAIR;MRI;sag;;T1w;;;;;;;;;;;
2;Ax2DMERGECERV;MRI;ax;;;;;;;;;;;;;
2;SAGLOCPC;MRI;sag;;;;;;;;;;;;;
2;AXDWI1000b;MRI;ax;;dwi;;;;;;;;;;;
2;AXDPFRFSE;MRI;ax;;;;;;;;;;;;;
2;CORT1FSCTE;MRI;cor;;T1w;;;;;;;;;;;
2;AX3DVIBE;MRI;ax;;;;3D;;;;;;;;;
2;AXIALEPILEPSIA40cortes;MRI;ax;;;;;;;;;;;;;
2;AXIALT1FATSATGD;MRI;ax;;T1w;;;;;;;;;;;GD
2;AXIALINFATSATGD;MRI;ax;;;;;;;;;;;;;GD
2;3,03771E+15;MRI;;;;;;;;;;;;;;
2;eTHRIVETARDIO;MRI;;;;;;;;;;;;;;
2;Ax3DSPGRT1FATSAT;MRI;ax;;T1w;;3D;;;;;;;;;
2;SAGFSET2DORSOLUMBAR;MRI;sag;;T2w;tse;;;;;;;;;;
2;CORT2LOBTEMPORALES;MRI;cor;;T2w;tse;;;;;;;;;;
2;SagT1CERVC;MRI;sag;;T1w;;;;;;;;;;;
2;haste__COR_db_2bh_iPAT;MRI;cor;;;haste;;;;;;;;;;
2;CEREBRAL3DGDCORONAL;MRI;cor;;;;3D;;;;;;;;;GD
2;3,53311E+14;MRI;;;;;;;;;;;;;;
2;AXIT1INFSPAROTIDAS;MRI;ax;;T1w;;;;;;;;;;;
2;MR2-T2W_TSE;MRI;;;T2w;tse;;;;;;;;;;
2;CORONALT1SEFSGD;MRI;cor;;T1w;;;;;;;;;;;GD
2;AXIALINFatSat;MRI;ax;;;;;;;;;;;;;
2;SAGFSET1FATCERVICAL;MRI;sag;;T1w;;;;;;;;;;;
2;CORT1MEMP;MRI;cor;;T1w;;;;;;;;;;;
2;AXDIR;MRI;ax;;;;;;;;;;;;;
2;t2_haste_diff_cor_p2B800PROPELLER;MRI;cor;;dwi;haste;;;;;;;;;;
2;3D_Brain_VIEW_FLAIR_Tra;MRI;ax;;;;3D;;;;;;;;;
2;SAG3DFSPGRT1;MRI;sag;;T1w;;3D;;;;;;;;;
2;SAGT2DCHO;MRI;sag;;T2w;tse;;;;;;;;;;
2;T2_TSE_sag_CLEAR;MRI;sag;;T2w;tse;;;;;;;;;;
2;MR2-AXIALDP44C;MRI;ax;;;;;;;;;;;;;
2;2,02641E+15;MRI;;;;;;;;;;;;;;
2;1,59079E+13;MRI;;;;;;;;;;;;;;
2;Ax3DC2C6;MRI;ax;;;;3D;;;;;;;;;
2;AXIALT2FLAIR3mmGD;MRI;ax;;T2w;tse;;;;;;;;;;GD
2;AXIT1FATSAT;MRI;ax;;T1w;;;;;;;;;;;
2;SAGT1FATC;MRI;sag;;T1w;;;;;;;;;;;
2;SURVSAG;MRI;sag;;;;;;;;;;;;;
2;MR2-SAGITALFLAIR;MRI;sag;;;;;;;;;;;;;
2;flash_20_throughplane_P;MRI;;;;flash;;;;;;;;;;
2;flash_12_throughplane_P;MRI;;;;flash;;;;;;;;;;
2;flash_18_throughplane_P;MRI;;;;flash;;;;;;;;;;
2;SAGT1FSEXLFASAT;MRI;sag;;T1w;;;;;;;;;;;
2;SAGITALT1GAD;MRI;sag;;T1w;;;;;;;;;;;
2;MR2-SagT1FLAIR;MRI;sag;;T1w;;;;;;;;;;;
2;AX3mm;MRI;ax;;;;;;;;;;;;;
2;cor3dt1cervical;MRI;cor;;T1w;;3D;;;;;;;;;
2;SAG3DVACIO;MRI;sag;;;;3D;;;;;;;;;
2;AXIDP;MRI;ax;;;;;;;;;;;;;
2;coronalT2FLAIRlobtemp;MRI;cor;;T2w;tse;;;;;;;;;;
2;SAGHASTEDORSAL;MRI;sag;;;haste;;;;;;;;;;
2;CORSSFSElumbar;MRI;cor;;;;;;;;;;;;;
2;ILLIS_AP_15;MRI;;;;;;;;;;;;;;
2;T2_GRAD_AXIAL;MRI;ax;;T2w;gre;;;;;;;;;;
2;AXSSFSET2;MRI;ax;;T2w;tse;;;;;;;;;;
2;MR1-IMPAXVolumeViewing;MRI;ax;;;;;;;;;;;;;
2;3DSAGSENOVENOSO;MRI;sag;;;;3D;;;;;;;;;
2;T1SETRAGADO;MRI;ax;;T1w;;;;;;;;;;;GD
2;CORONALT2FSEFS;MRI;cor;;T2w;tse;;;;;;;;;;
2;AXFSET2PERF;MRI;ax;;pwi;;;;;;;;;;;
2;FLUJOGRADIENTEAXIAL20;MRI;ax;;;;;;;;;;;;;
2;3,02751E+14;MRI;;;;;;;;;;;;;;
2;PROBESV32IZQDO;MRI;;;;;;;;;;;;;;
2;AXT1FSEGD;MRI;ax;;T1w;;;;;;;;;;;GD
2;T1W3DGADO;MRI;;;T1w;;3D;;;;;;;;;GD
2;AXFSET2LTEMPORALES;MRI;ax;;T2w;tse;;;;;;;;;;
2;SagT2FRFSEDL;MRI;sag;;T2w;tse;;;;;;;;;;
2;AX3DT1SPGRSCIV;MRI;ax;;T1w;;3D;;;;;;;;;
2;INPHASEFSAXcuello;MRI;ax;;;;;;;;;;;;;
2;SagSENOSGD;MRI;sag;;;;;;;;;;;;;GD
2;3DTOFMEJORADO;MRI;;;;;3D;;;;;;;;;
2;MR2-P3PLANOS8HRBRAIN;MRI;3pl;;;;;;;;;;;;;
2;3DCoronalT1;MRI;cor;;T1w;;3D;;;;;;;;;
2;Ph1AxLAVAMULTIFASE;MRI;ax;;;;;;;;;;;;;
2;SAGFSET1DORSAL;MRI;sag;;T1w;;;;;;;;;;;
2;CORT1gad;MRI;cor;;T1w;;;;;;;;;;;
2;AXIALT2CERVICALcte;MRI;ax;;T2w;tse;;;;;;;;;;
2;SAGFSPGR3D22;MRI;sag;;;;3D;;;;;;;;;
2;MPROb_Cor_AP_Average_sp10_th10;MRI;cor;;;;;;;;;;;;;
2;SAGT1izquierdo;MRI;sag;;T1w;;;;;;;;;;;
2;MR1-AxT2GRE;MRI;ax;;T2w;gre;;;;;;;;;;
2;MobiViewT1W_TSE;MRI;;;T1w;tse;;;;;;;;;;
2;CORSET1;MRI;cor;;T1w;;;;;;;;;;;
2;SagT2Cube3D;MRI;sag;;T2w;tse;3D;;;;;;;;;
2;sagcte;MRI;sag;;;;;;;;;;;;;
2;MOTORLENGUA;MRI;;;;;;;;;;;;;;
2;SAGT1FATSATIN;MRI;sag;;T1w;;;;;;;;;;;
2;T1W_3D_SPIR_cor;MRI;cor;;T1w;;3D;;;;;;;;;
2;MR1-AXIALT2;MRI;ax;;T2w;tse;;;;;;;;;;
2;PosDisp12AXIALT2ME2DIPAT;MRI;ax;;T2w;tse;;;;;;;;;;
2;PosDisp15AXIALT2ME2DIPAT;MRI;ax;;T2w;tse;;;;;;;;;;
2;CORONALBRAVOC;MRI;cor;;;;;;;;;;;;;
2;FLUJO5;MRI;;;;;;;;;;;;;;
2;MR2-LOCCERVICAL;MRI;;;;;;;;;;;;;;
2;AXIALT2DISCOS;MRI;ax;;T2w;tse;;;;;;;;;;
2;PDW_TSE_SPIR;MRI;;;PD;tse;;;;;;;;;;
2;SAGITALT1FSGDTSEIPAT2LUMB;MRI;sag;;T1w;tse;;;;;;;;;;GD
2;SagSTIRDL;MRI;sag;;;stir;;;;;;;;;;
2;SAGITALT1GDTSEIPAT2LUMB;MRI;sag;;T1w;tse;;;;;;;;;;GD
2;DIFUS_S4_S5_1;MRI;;;dwi;;;;;;;;;;;
2;FLUJOGRADIENTEAXIAL20_MAG;MRI;ax;;;;;;;;;;;;;
2;CORONALT1GD;MRI;cor;;T1w;;;;;;;;;;;GD
2;MR2-SAGITALT2CERVICAL;MRI;sag;;T2w;tse;;;;;;;;;;
2;AXIIRT1PURO;MRI;ax;;T1w;;;;;;;;;;;
2;DIFUSIONB0B150;MRI;;;dwi;;;;;;;;;;;
2;SAGITALSET1FATSAT;MRI;sag;;T1w;;;;;;;;;;;
2;CORT1FSEgd;MRI;cor;;T1w;;;;;;;;;;;GD
2;MR2-mpraxial;MRI;ax;;;;;;;;;;;;;
2;SagT1FSATDORSAL;MRI;sag;;T1w;;;;;;;;;;;
2;T2SAG;MRI;sag;;T2w;tse;;;;;;;;;;
2;MR1-od;MRI;;;;;;;;;;;;;;
2;PERFUCONTR8mlA5mls;MRI;;;pwi;;;;;;;;;;;
2;FLUJO;MRI;;;;;;;;;;;;;;
2;1,58041E+14;MRI;;;;;;;;;;;;;;
2;corGrT2;MRI;cor;;T2w;gre;;;;;;;;;;
2;SAGT1FSAR;MRI;sag;;T1w;;;;;;;;;;;
2;AXIT144C;MRI;ax;;T1w;;;;;;;;;;;
2;DIFUSIONB1000cor;MRI;cor;;dwi;;;;;;;;;;;
2;SAGT1FSAT;MRI;sag;;T1w;;;;;;;;;;;
2;axiSTIR;MRI;ax;;;stir;;;;;;;;;;
2;MR2-3DAXISENOVENOSO;MRI;ax;;;;3D;;;;;;;;;
2;DIFUSINAXIAL3000_ADC;MRI;ax;;dwi;;;;;;;;;;;
2;3,33909E+13;MRI;;;;;;;;;;;;;;
2;t1_mpr_ns_AX208;MRI;ax;;T1w;;;;;;;;;;;
2;MR1-OAxDWI1000b;MRI;ax;;dwi;;;;;;;;;;;
2;1,88961E+14;MRI;;;;;;;;;;;;;;
2;SAGT1derecho;MRI;sag;;T1w;;;;;;;;;;;
2;Ph2AxLAVAMULTIFASE;MRI;ax;;;;;;;;;;;;;
2;SagFLAIRCUBEfatsat;MRI;sag;;;;;;;;;;;;;
2;SAGT1FSGDCERVICAL;MRI;sag;;T1w;;;;;;;;;;;GD
2;Ax3DNAVEGACIONNARIZOREJAS;MRI;ax;;;;3D;;;;;;;;;
2;OCorT2irFSEH;MRI;cor;;T2w;tse;;;;;;;;;;
2;Ax3DFSPGRGD;MRI;ax;;;;3D;;;;;;;;;GD
2;SAGT1ORBITAderecha;MRI;sag;;T1w;;;;;;;;;;;
2;SAGITALT1FSLUMB;MRI;sag;;T1w;;;;;;;;;;;
2;SUB_S23S12_1;MRI;;;;;;;;;;;;;;
2;TRAGADO;MRI;ax;;;;;;;;;;;;;GD
2;ANGIOTSAFT;MRI;;;angio;;;;;;;;;;;
2;AxT2FRFSEPROPEL;MRI;ax;;T2w;tse;;;;;;;;;;
2;AXCINEv5;MRI;ax;;;;;;;;;;;;;
2;OCorT1SEH3mmSINCIV;MRI;cor;;T1w;;;;;;;;;;;
2;VASCAXANEURISMAART;MRI;ax;;;;;;;;;;;;;
2;CORONALT2FLAIRcte;MRI;cor;;T2w;tse;;;;;;;;;;
2;AXIALT1CONMT;MRI;ax;;T1w;;;;;;;;;;;
2;MR2-SAGITALT1DORSAL;MRI;sag;;T1w;;;;;;;;;;;
2;PosDisp13SAGITALT2IPATDORS;MRI;sag;;T2w;tse;;;;;;;;;;
2;PosDisp20SAGITALT2IPATDORS;MRI;sag;;T2w;tse;;;;;;;;;;
2;PosDisp17SAGITALT2IPATDORS;MRI;sag;;T2w;tse;;;;;;;;;;
2;MR2-SAGSTIRDORSAL;MRI;sag;;;stir;;;;;;;;;;
2;PosDisp9SAGITALT2IPATDORS;MRI;sag;;T2w;tse;;;;;;;;;;
2;CEREBRAL3DGDSAGITAL;MRI;sag;;;;3D;;;;;;;;;GD
2;1,11311E+14;MRI;;;;;;;;;;;;;;
2;AxDWIB800GATTING;MRI;ax;;dwi;;;;;;;;;;;
2;T23DDRIVE;MRI;;;T2w;tse;3D;;;;;;;;;
2;AXIT2FRFSE2NEX;MRI;ax;;T2w;tse;;;;;;;;;;
2;MR2-LOC3P;MRI;3pl;;;;;;;;;;;;;
2;SAGITALFIESTAC;MRI;sag;;;;;;;;;;;;;
2;Ax3DSWANFM;MRI;ax;;;;3D;;;;;;;;;
2;3DI_MC;MRI;;;;;3D;;;;;;;;;
2;FLUJOGRADIENTEAXIAL20_P;MRI;ax;;;;;;;;;;;;;
2;3D3DSAGSENOVENOSO;MRI;sag;;;;3D;;;;;;;;;
2;CORINFATSATCTE;MRI;cor;;;;;;;;;;;;;
2;MR2-3DAXISENOMASCARAANEUINTRA;MRI;ax;;;;3D;;;;;;;;;
2;2,18651E+14;MRI;;;;;;;;;;;;;;
2;AXIALFAME;MRI;ax;;;;;;;;;;;;;
2;AXIFLAIRT244C;MRI;ax;;T2w;tse;;;;;;;;;;
2;3,69999E+13;MRI;;;;;;;;;;;;;;
2;ANGIOTOF;MRI;;;angio;;;;;;;;;;;
2;2dpc;MRI;;;;;;;;;;;;;;
2;CORONALFST1;MRI;cor;;T1w;;;;;;;;;;;
2;SUB_S17S13_1;MRI;;;;;;;;;;;;;;
2;SUB_S16S13_1;MRI;;;;;;;;;;;;;;
2;SAGT1TSEGD;MRI;sag;;T1w;tse;;;;;;;;;;GD
2;AXFRFSET22MM;MRI;ax;;T2w;tse;;;;;;;;;;
2;CORT;MRI;cor;;;;;;;;;;;;;
2;MR1-CORONALT2FLAIRasset;MRI;cor;;T2w;tse;;;;;;;;;;
2;CORSPIRT1GD;MRI;cor;;T1w;;;;;;;;;;;GD
2;2DAxialSE;MRI;ax;;;;;;;;;;;;;
2;Axssflairt2;MRI;ax;;T2w;tse;;;;;;;;;;
2;AXIALT1FATSATC;MRI;ax;;T1w;;;;;;;;;;;
2;VASCAXANEURISMAMASCARA;MRI;ax;;;;;;;;;;;;;
2;MR1-CorT2FSE;MRI;cor;;T2w;tse;;;;;;;;;;
2;SAG3D;MRI;sag;;;;3D;;;;;;;;;
2;CORT2AROPCIONAL;MRI;cor;;T2w;tse;;;;;;;;;;
2;CorSSFSE;MRI;cor;;;;;;;;;;;;;
2;SagT1FSEDL;MRI;sag;;T1w;;;;;;;;;;;
2;eCORFLAIRT2SENSE;MRI;cor;;T2w;tse;;;;;;;;;;
2;sAGCUBE;MRI;sag;;;;;;;;;;;;;
2;Ax3DCAIS;MRI;ax;;;;3D;;;;;;;;;
2;PropDWI1acq;MRI;;;dwi;;;;;;;;;;;
2;SAGflujo;MRI;sag;;;;;;;;;;;;;
2;MPROb_Ax_SI_Average_sp081_th081;MRI;ax;;;;;;;;;;;;;
2;T2W_SPIR_HRSENSE;MRI;;;T2w;tse;;;;;;;;;;
2;PCDIRFLUJOAXIALKING;MRI;ax;;;;;;;;;;;;;
2;t1_vibe_dixon_tra_p2_bh_320_W;MRI;ax;;T1w;;;;;;;;;;;
2;T2W_TSE_traSENSE;MRI;ax;;T2w;tse;;;;;;;;;;
2;AXITSET1FS;MRI;ax;;T1w;tse;;;;;;;;;;
2;SAGINFSCTE;MRI;sag;;;;;;;;;;;;;
2;AXI3DVIBEXA8CGD;MRI;ax;;;;3D;;;;;;;;;GD
2;AXIAL3DSINCTE;MRI;ax;;;;3D;;;;;;;;;
2;AXT13Dcerebralcte;MRI;ax;;T1w;;3D;;;;;;;;;
2;COREPILEPSIAT2PROP4mm;MRI;cor;;T2w;tse;;;;;;;;;;
2;1,87101E+14;MRI;;;;;;;;;;;;;;
2;Ph3AxLAVAMULTIFASE;MRI;ax;;;;;;;;;;;;;
2;Rot_RL_MIP_nov190_angle100;MRI;;;;;;;;;;;;;;
2;MPROb_Sag_RL_Average_sp24_th24;MRI;sag;;;;;;;;;;;;;
2;AXIALT1512FAT;MRI;ax;;T1w;;;;;;;;;;;
2;CORONALT1FATSATC;MRI;cor;;T1w;;;;;;;;;;;
2;MPROb_Ax_SI_Average_sp24_th24;MRI;ax;;;;;;;;;;;;;
2;Axt2fatsat;MRI;ax;;T2w;tse;;;;;;;;;;
2;AXIAL_T2_TSE_IPAT;MRI;ax;;T2w;tse;;;;;;;;;;
2;3,09462E+15;MRI;;;;;;;;;;;;;;
2;CORT1FATSATFSE;MRI;cor;;T1w;;;;;;;;;;;
2;VSAGTRIDT1SENSE;MRI;sag;;T1w;;;;;;;;;;;
2;SAGITALT1MAXILO;MRI;sag;;T1w;;;;;;;;;;;
2;FLUIDEZ;MRI;;;;;;;;;;;;;;
2;MIPfinaRango1;MRI;;;;;;;;;;;;;;
2;SagSTIRDORSAL;MRI;sag;;;stir;;;;;;;;;;
1;MIPfinaColeccin;MRI;;;;;;;;;;;;;;
1;FLAIRSENSE;MRI;;;;;;;;;;;;;;
1;cor3DFSPGRFAME;MRI;cor;;;;3D;;;;;;;;;
1;CURVAS;MRI;;;;;;;;;;;;;;
1;SUB_S26S24_1;MRI;;;;;;;;;;;;;;
1;CAROTIDADERECHA;MRI;;;;;;;;;;;;;;
1;MR1-DWSSh1000;MRI;;;;;;;;;;;;;;
1;AxLAVAXVtardio;MRI;ax;;;;;;;;;;;;;
1;SURVEY;MRI;;;;;;;;;;;;;;
1;CORONALSTIRFSE;MRI;cor;;;stir;;;;;;;;;;
1;AXTENSOR32B1000;MRI;ax;;;;;;;;;;;;;
1;2,75221E+19;MRI;;;;;;;;;;;;;;
1;CORT1FSEDOTAREM;MRI;cor;;T1w;;;;;;;;;;;
1;T2W_TSECLEAR;MRI;;;T2w;tse;;;;;;;;;;
1;MobiViewSAGSTIR_TSESENSE;MRI;sag;;;stir;;;;;;;;;;
1;COREPILEPSIA;MRI;cor;;;;;;;;;;;;;
1;AXDP40CORTES;MRI;ax;;;;;;;;;;;;;
1;CORFSET2CERVICAL;MRI;cor;;T2w;tse;;;;;;;;;;
1;MR1-T1W_SE;MRI;;;T1w;;;;;;;;;;;
1;MobiViewSAGT1W_TSESENSE;MRI;sag;;T1w;tse;;;;;;;;;;
1;2,03611E+16;MRI;;;;;;;;;;;;;;
1;Ax3DDualEcho;MRI;ax;;;;3D;;;;;;;;;
1;T1TSESAG;MRI;sag;;T1w;tse;;;;;;;;;;
1;Ph2AXIALLAVAMultiphase;MRI;ax;;;;;;;;;;;;;
1;SagT2LUMBARGD;MRI;sag;;T2w;tse;;;;;;;;;;GD
1;HASTET2AXIAL;MRI;ax;;T2w;haste;;;;;;;;;;
1;MIPWILLIS;MRI;;;;;;;;;;;;;;
1;VERTEBRALDERECHA;MRI;;;;;;;;;;;;;;
1;corT2FLAIRfs;MRI;cor;;T2w;tse;;;;;;;;;;
1;AXIINFSHIGADO;MRI;ax;;;;;;;;;;;;;GD
1;MR2-SAGITALT1;MRI;sag;;T1w;;;;;;;;;;;
1;AxFSPGR3DESTRICTO;MRI;ax;;;;3D;;;;;;;;;
1;VENOSOFL3D_SUB_MIP_SAG;MRI;sag;;;;3D;;;;;;;;;
1;1,7841E+18;MRI;;;;;;;;;;;;;;
1;AxT1SEGAD;MRI;ax;;T1w;;;;;;;;;;;
1;3DAxFIESTAC;MRI;ax;;;;3D;;;;;;;;;
1;PD_aTSE_CLEAR;MRI;;;PD;tse;;;;;;;;;;
1;MPROb_Cor_AP_Average_sp109_th109;MRI;cor;;;;;;;;;;;;;
1;corDIFUSIONB0B1000;MRI;cor;;dwi;;;;;;;;;;;
1;SAGT1BC;MRI;sag;;T1w;;;;;;;;;;;
1;CORONAL_T2_A_R_CAIS;MRI;cor;;T2w;tse;;;;;;;;;;
1;MPROb_Ax_SI_Average_sp109_th109;MRI;ax;;;;;;;;;;;;;
1;AXT1BLOQUECERVICAL;MRI;ax;;T1w;;;;;;;;;;;
1;MR2-mprcoronal;MRI;cor;;;;;;;;;;;;;
1;MR1-t1_fl3d_VIBE_3D;MRI;;;T1w;;3D;;;;;;;;;
1;t2_trufi_tra;MRI;ax;;T2w;tse;;;;;;;;;;
1;MR2-Ax3DSWAN;MRI;ax;;;;3D;;;;;;;;;
1;sagT2GREMERGE;MRI;sag;;T2w;gre;;;;;;;;;;
1;1,04761E+14;MRI;;;;;;;;;;;;;;
1;AxT1ORBITAS;MRI;ax;;T1w;;;;;;;;;;;
1;AXIAL3DT1IRCTE;MRI;ax;;T1w;;3D;;;;;;;;;
1;opcionallocdorsal;MRI;;;;;;;;;;;;;;
1;corT2ARLINEAMEDIA;MRI;cor;;T2w;tse;;;;;;;;;;
1;SagT1FINOMICROC;MRI;sag;;T1w;;;;;;;;;;;
1;PruebaAx3DSWAN;MRI;ax;;;;3D;;;;;;;;;
1;PosDisp30AXT2BLOQUECERVICAL;MRI;ax;;T2w;tse;;;;;;;;;;
1;AxFRFSET2ASSET40;MRI;ax;;T2w;tse;;;;;;;;;;
1;3DTOF2SLABFSMTASSET;MRI;;;;;3D;;;;;;;;;
1;AXIAL3DTOFWILLISCTE;MRI;ax;;;;3D;;;;;;;;;
1;MR1-AXIAL3DT1FastSPGR;MRI;ax;;T1w;;3D;;;;;;;;;
1;COR_T1_FS_ORBITAS_GD;MRI;cor;;T1w;;;;;;;;;;;GD
1;SagT1FSORBIZQUIERDAGD;MRI;sag;;T1w;;;;;;;;;;;GD
1;AXT13Dcerebral;MRI;ax;;T1w;;3D;;;;;;;;;
1;MPROb_Cor_AP_Average_sp102_th102;MRI;cor;;;;;;;;;;;;;
1;CORONAL_CAIS;MRI;cor;;;;;;;;;;;;;
1;AXT13Dceebral;MRI;ax;;T1w;;3D;;;;;;;;;
1;MPROb_Ax_SI_Average_sp102_th102;MRI;ax;;;;;;;;;;;;;
1;AXT2DRLEON;MRI;ax;;T2w;tse;;;;;;;;;;
1;SagT1cervicalmcervical;MRI;sag;;T1w;;;;;;;;;;;
1;MR2-AXT1memp;MRI;ax;;T1w;;;;;;;;;;;
1;SAGITAL_T1_LUMB_FS_GD;MRI;sag;;T1w;;;;;;;;;;;GD
1;ax3DT1CEREBRALcte;MRI;ax;;T1w;;3D;;;;;;;;;
1;AXIALINFSCTE;MRI;ax;;;;;;;;;;;;;
1;1,99911E+15;MRI;;;;;;;;;;;;;;
1;AxT1CFATSAT;MRI;ax;;T1w;;;;;;;;;;;
1;2,08372E+19;MRI;;;;;;;;;;;;;;
1;2,08372E+19;MRI;;;;;;;;;;;;;;
1;2,08372E+19;MRI;;;;;;;;;;;;;;
1;2,08372E+19;MRI;;;;;;;;;;;;;;
1;corcervical3dt1cte;MRI;cor;;T1w;;3D;;;;;;;;;
1;MR2-DIFUSIONB1000;MRI;;;dwi;;;;;;;;;;;
1;AXIALT1MT44;MRI;ax;;T1w;;;;;;;;;;;
1;MobiViewT1W_TSECLEAR;MRI;;;T1w;tse;;;;;;;;;;
1;corT1SEC;MRI;cor;;T1w;;;;;;;;;;;
1;eAXT2DPCLEAR;MRI;ax;;T2w;tse;;;;;;;;;;
1;TENSOR;MRI;;;;;;;;;;;;;;
1;1,88771E+19;MRI;;;;;;;;;;;;;;
1;1,88771E+19;MRI;;;;;;;;;;;;;;
1;MR1-FLAIR_longTR;MRI;;;;;;;;;;;;;;
1;2,09191E+19;MRI;;;;;;;;;;;;;;
1;2,09102E+19;MRI;;;;;;;;;;;;;;
1;AXT1FSECERVICAL;MRI;ax;;T1w;;;;;;;;;;;
1;MR1-AXIDPT2;MRI;ax;;T2w;tse;;;;;;;;;;
1;VT1W_3D_TFESENSE;MRI;;;T1w;;3D;;;;;;;;;
1;MR1-AXIALDPT2;MRI;ax;;T2w;tse;;;;;;;;;;
1;AxT2ORBITAS;MRI;ax;;T2w;tse;;;;;;;;;;
1;MR2-MPRgruesaRango;MRI;;;;;;;;;;;;;;
1;TRAT1FSEGD;MRI;ax;;T1w;;;;;;;;;;;GD
1;2dpcder;MRI;;;;;;;;;;;;;;
1;CORFLAIRSENSE;MRI;cor;;;;;;;;;;;;;
1;FLAIRCOR;MRI;cor;;;;;;;;;;;;;
1;1,73031E+17;MRI;;;;;;;;;;;;;;
1;Axinfsat;MRI;ax;;;;;;;;;;;;;
1;VENOSOFL3D_TT10s_SUB;MRI;;;T1w;;3D;;;;;;;;;
1;ph4TRICKSORBITAS;MRI;;;;;;;;;;;;;;
1;eT1W_IRCLEAR;MRI;;;T1w;;;;;;;;;;;
1;SagT1LMgd;MRI;sag;;T1w;;;;;;;;;;;GD
1;MR1-MIPax;MRI;ax;;;;;;;;;;;;;
1;SAGFSET2FLEX;MRI;sag;;T2w;tse;;;;;;;;;;
1;SAGT2ARIZQ;MRI;sag;;T2w;tse;;;;;;;;;;
1;WATERPh7AxLAVADINAMICO;MRI;ax;;;;;;;;;;;;;
1;WATERPh1AxLAVADINAMICO;MRI;ax;;;;;;;;;;;;;
1;WATERPh5AxLAVADINAMICO;MRI;ax;;;;;;;;;;;;;
1;WATERPh4AxLAVADINAMICO;MRI;ax;;;;;;;;;;;;;
1;WATERPh3AxLAVADINAMICO;MRI;ax;;;;;;;;;;;;;
1;WATERPh2AxLAVADINAMICO;MRI;ax;;;;;;;;;;;;;
